data,latitude,longitude,mes,temp_superficie,umidade_relativa,ndvi,ndwi,precipitacao_30d,velocidade_vento,frp_fogo,dist_estrada_km,dist_area_protegida_km,densidade_pop,altitude_m,dias_sem_chuva,estacao_seca,risco_score,risco_desmatamento
2018-03-17,-11.3885,-52.4844,3,27.96,78.65,0.6159,0.6675,158.99,20.88,1.91,16.36,16.76,11.44,329.1,0.0,0,0.3743,Médio
2019-08-11,-3.6411,-61.6732,8,32.05,61.96,0.5576,0.072,0.0,14.42,10.42,4.01,5.03,2.17,388.1,36.2,1,0.6531,Alto
2020-10-18,3.3098,-71.0861,10,27.91,75.11,0.6258,0.6926,169.39,11.19,5.36,14.19,25.83,10.21,246.4,0.0,0,0.422,Médio
2022-04-15,-14.3211,-51.0547,4,25.53,76.58,0.6572,0.6958,194.23,11.78,1.7,34.65,20.41,0.99,418.6,0.0,0,0.2233,Baixo
2021-05-02,-1.0516,-64.9988,5,30.78,79.05,0.5962,0.57,122.21,10.32,0.71,15.35,51.18,9.68,238.0,0.0,0,0.3898,Médio
2020-03-05,-9.053,-60.8825,3,25.29,71.38,0.6668,0.6026,142.15,12.36,11.7,4.46,122.31,7.2,467.5,0.0,0,0.2299,Baixo
2022-10-06,3.4879,-53.8076,10,27.61,75.27,0.6271,0.558,132.02,11.85,2.28,7.26,56.03,1.21,351.7,0.0,0,0.2713,Baixo
2021-08-05,4.4212,-63.6912,8,31.92,55.63,0.5523,0.1911,67.06,8.64,6.05,11.45,7.91,10.47,269.0,27.9,1,0.5677,Médio
2022-08-25,3.8853,-71.4156,8,35.14,50.22,0.5387,0.1616,32.85,18.73,6.64,1.8,109.66,5.92,331.8,27.5,1,0.6279,Médio
2020-08-20,-5.5157,-62.5302,8,33.34,66.59,0.4752,0.313,81.85,6.05,6.08,21.95,19.91,2.45,297.3,24.0,1,0.5544,Médio
2019-04-18,2.2409,-46.5554,4,26.96,67.96,0.6437,0.6028,162.41,14.87,4.38,23.38,25.71,4.36,539.4,0.0,0,0.2566,Baixo
2018-04-07,1.891,-55.0314,4,29.71,68.51,0.6224,0.6592,157.27,11.6,1.32,1.6,21.9,6.77,336.8,0.2,0,0.4145,Médio
2021-08-18,-8.618,-54.1986,8,34.06,61.57,0.429,0.2009,32.05,19.6,8.47,12.87,13.17,0.96,299.8,28.8,1,0.6472,Médio
2018-08-10,1.5783,-55.2961,8,35.03,58.57,0.4571,0.1941,54.54,13.36,8.67,13.36,90.17,31.61,264.2,28.8,1,0.5864,Médio
2019-07-07,-14.2598,-67.4282,7,32.04,49.87,0.5099,0.1694,0.0,10.56,8.48,10.15,16.15,10.95,426.5,30.7,1,0.6494,Médio
2020-08-29,-3.0746,-61.2867,8,31.19,58.04,0.5163,0.1473,32.56,11.01,7.56,20.4,34.57,1.08,406.2,34.9,1,0.633,Médio
2020-10-27,-10.3998,-51.9737,10,28.21,82.34,0.6574,0.6713,147.9,12.16,3.86,10.61,10.98,17.31,258.9,0.0,0,0.416,Médio
2021-01-01,-12.5887,-70.1616,1,27.36,74.85,0.6349,0.6652,171.76,7.43,0.98,13.46,63.86,3.89,126.7,2.9,0,0.2422,Baixo
2018-10-31,-13.4609,-65.2201,10,29.25,87.99,0.6967,0.5879,144.37,8.93,0.24,39.93,59.52,9.08,164.7,2.7,0,0.2976,Baixo
2019-11-25,-1.0742,-65.2631,11,27.84,66.38,0.6532,0.4933,118.84,4.86,3.7,4.42,14.06,3.25,272.4,0.0,0,0.4607,Médio
2021-01-31,-8.2025,-60.9035,1,28.41,78.47,0.6852,0.596,150.22,8.31,1.38,24.13,45.77,13.22,502.3,0.0,0,0.2478,Baixo
2022-11-05,-0.5047,-45.5497,11,24.75,80.83,0.5613,0.5248,117.51,12.38,0.27,17.61,48.68,12.84,262.5,0.0,0,0.2423,Baixo
2021-08-20,-13.6929,-71.1099,8,37.78,59.46,0.3039,0.0371,0.0,13.2,5.25,9.1,33.07,8.03,210.9,64.7,1,0.7134,Alto
2022-08-11,-8.6942,-58.4764,8,33.67,53.98,0.5142,0.1927,51.81,4.08,5.35,32.51,36.71,2.76,35.9,36.0,1,0.6973,Alto
2021-10-23,-4.2102,-67.9778,10,29.4,73.55,0.5788,0.5946,167.37,11.45,2.78,20.03,34.18,2.93,527.0,0.0,0,0.3738,Médio
2020-12-15,0.8145,-45.8211,12,26.33,77.22,0.6394,0.6573,164.01,14.25,2.48,16.22,3.42,4.83,385.4,0.0,0,0.4231,Médio
2018-12-17,-8.6249,-69.8275,12,28.62,79.08,0.6349,0.7435,189.09,11.35,0.46,27.54,44.38,1.57,419.4,0.0,0,0.4226,Médio
2021-05-01,-2.4822,-61.6992,5,25.39,78.01,0.7294,0.4988,130.05,9.46,3.75,40.52,25.38,4.12,444.3,0.0,0,0.2133,Baixo
2021-02-11,2.7196,-52.3392,2,28.9,80.2,0.67,0.5997,107.07,10.35,0.66,89.99,23.08,11.53,275.3,5.6,0,0.2557,Baixo
2021-01-04,-2.6827,-53.2725,1,27.29,69.91,0.6583,0.5894,147.9,9.84,3.15,24.81,78.64,17.77,312.7,0.0,0,0.292,Baixo
2020-06-12,-10.3408,-61.1636,6,34.06,53.86,0.5418,0.0904,19.57,9.45,6.34,51.87,0.94,4.04,523.3,37.5,1,0.618,Médio
2020-08-22,-14.512,-63.2973,8,35.4,50.3,0.5184,0.1473,4.73,12.7,7.63,0.03,11.58,2.66,326.9,35.7,1,0.7017,Alto
2019-09-03,2.402,-61.8669,9,31.53,53.07,0.4771,0.1329,27.6,21.23,5.96,18.89,5.18,17.88,388.1,30.2,1,0.4726,Médio
2020-08-05,-14.5746,-65.6003,8,32.63,60.08,0.5536,0.1192,11.65,9.03,5.85,6.04,1.44,22.14,430.6,37.7,1,0.5653,Médio
2018-12-27,2.494,-67.2507,12,28.91,75.54,0.5945,0.4696,94.92,10.73,3.68,2.47,12.9,5.28,396.4,3.1,0,0.3461,Baixo
2022-01-09,-4.4213,-59.4749,1,32.2,88.03,0.6662,0.5327,136.76,11.79,0.07,18.98,178.53,0.27,280.8,0.0,0,0.4285,Médio
2018-12-06,3.7814,-65.4811,12,27.72,75.97,0.5726,0.568,115.91,9.25,7.36,34.34,12.6,11.87,294.9,0.0,0,0.4314,Médio
2018-06-05,0.9757,-64.9511,6,35.18,55.3,0.5102,0.1596,36.95,16.39,7.09,13.29,43.59,15.33,416.6,44.6,1,0.7176,Alto
2020-03-07,4.9587,-54.6108,3,27.79,75.53,0.6596,0.4888,130.32,2.52,1.13,27.72,5.04,0.18,416.4,0.0,0,0.3465,Baixo
2021-04-16,-7.9858,-45.881,4,31.88,71.81,0.7338,0.6943,183.35,9.88,1.98,16.82,36.84,9.04,475.2,0.0,0,0.4083,Médio
2020-03-09,0.3438,-56.0982,3,24.51,74.71,0.5718,0.636,198.12,15.27,0.26,14.37,166.63,8.88,382.7,0.0,0,0.1724,Baixo
2019-05-21,-6.9614,-70.8446,5,28.19,80.64,0.62,0.5831,170.38,10.82,1.44,8.57,13.8,4.76,389.5,0.0,0,0.3965,Médio
2020-10-15,-5.4025,-70.8837,10,24.75,75.57,0.6911,0.5666,103.47,8.72,8.41,12.06,75.37,13.85,233.1,0.0,0,0.1909,Baixo
2019-09-26,-2.4499,-46.3601,9,28.99,51.03,0.5168,0.1905,75.16,13.76,5.54,10.76,240.82,5.59,212.8,33.6,1,0.4135,Médio
2022-08-30,2.4735,-64.6759,8,34.59,50.37,0.509,0.1387,77.27,15.63,7.56,25.97,35.52,11.29,417.1,23.4,1,0.6528,Alto
2022-08-11,4.6817,-70.4221,8,34.28,52.75,0.4522,0.1923,30.56,12.84,6.14,3.08,14.81,7.28,213.9,27.6,1,0.7736,Alto
2020-07-05,0.3655,-56.2268,7,33.43,55.37,0.4705,0.2242,69.69,8.8,7.11,2.43,44.78,2.86,296.9,35.9,1,0.6751,Alto
2019-08-22,-6.6447,-55.5378,8,33.79,60.97,0.5623,0.116,13.45,13.82,5.46,26.97,74.53,9.33,506.9,38.9,1,0.5983,Médio
2021-09-07,-6.5729,-54.8419,9,40.2,48.3,0.4974,0.0843,0.0,10.39,6.27,19.76,7.52,13.35,483.1,52.5,1,0.7845,Alto
2018-03-09,-0.2484,-65.5127,3,27.48,73.4,0.6688,0.566,127.19,14.98,7.83,14.06,24.1,36.46,345.3,0.0,0,0.3717,Médio
2020-05-16,-10.2245,-72.5769,5,29.02,75.72,0.6442,0.6661,201.88,17.93,0.43,4.13,15.38,4.78,255.6,0.0,0,0.3693,Médio
2019-09-06,-12.7905,-45.9796,9,32.7,45.83,0.4408,0.1738,0.0,1.58,7.02,13.23,13.33,0.67,281.5,42.3,1,0.6236,Médio
2022-08-07,-7.9076,-65.975,8,34.59,50.83,0.5467,0.0862,29.99,12.44,6.71,38.98,78.88,44.2,430.1,30.9,1,0.5167,Médio
2018-01-22,-9.2552,-54.0713,1,27.52,71.6,0.6752,0.6243,151.02,5.06,1.67,55.1,21.9,9.78,294.5,0.0,0,0.2294,Baixo
2020-10-05,-9.0738,-53.2144,10,27.18,71.02,0.7653,0.6013,134.61,21.77,1.91,30.31,16.56,29.27,216.3,0.0,0,0.2839,Baixo
2021-09-13,-10.3278,-55.9198,9,37.64,55.96,0.4492,0.0954,16.69,10.13,6.4,1.54,37.0,1.1,482.4,31.0,1,0.8459,Alto
2020-06-04,-14.1581,-64.2386,6,36.35,54.2,0.5411,0.1131,32.17,14.99,5.03,27.75,9.91,4.19,327.2,30.9,1,0.6782,Alto
2018-06-05,-14.6425,-65.4093,6,34.27,52.22,0.4344,0.1771,13.14,11.86,9.61,6.89,10.45,1.44,213.4,57.4,1,0.6838,Alto
2022-11-10,4.7544,-56.2653,11,23.39,77.14,0.6579,0.4651,107.34,8.79,3.51,9.47,29.38,18.05,371.8,5.6,0,0.2819,Baixo
2020-08-03,-6.4445,-48.7493,8,33.28,63.62,0.5488,0.1426,36.45,8.31,5.38,5.45,21.06,21.23,445.7,53.8,1,0.5798,Médio
2021-01-25,-7.3135,-46.4915,1,33.41,83.2,0.5464,0.7088,182.2,18.34,1.07,37.38,13.98,6.96,148.8,47.6,0,0.5173,Médio
2019-03-08,-1.4071,-70.0346,3,27.54,65.39,0.6398,0.6539,176.09,15.82,2.94,26.15,2.22,2.07,269.9,0.0,0,0.3457,Baixo
2020-06-01,-10.6349,-68.6648,6,36.21,57.89,0.4718,0.0216,5.71,19.77,12.83,23.66,29.42,1.36,263.0,32.0,1,0.6815,Alto
2020-02-23,3.9992,-46.5474,2,30.88,74.11,0.6149,0.6123,112.46,12.22,6.04,27.56,67.85,8.87,367.8,0.0,0,0.4717,Médio
2018-05-17,0.7269,-52.377,5,28.44,75.78,0.6693,0.5564,141.47,13.15,4.59,6.75,76.25,7.06,394.8,7.2,0,0.2993,Baixo
2018-07-13,-13.2118,-48.2762,7,32.32,53.01,0.556,0.2339,77.03,10.93,5.34,14.7,10.74,11.87,217.3,28.6,1,0.575,Médio
2022-03-09,-6.6484,-67.3263,3,23.13,75.59,0.6433,0.6515,169.37,10.85,4.92,25.08,36.62,3.64,76.1,0.0,0,0.1939,Baixo
2019-03-14,2.5824,-56.5476,3,29.37,75.76,0.6603,0.6735,171.12,7.83,4.21,25.31,77.48,5.15,454.8,0.0,0,0.4671,Médio
2018-12-22,3.8946,-53.3681,12,26.37,72.11,0.6557,0.7514,176.7,12.34,0.95,39.24,21.02,0.22,132.0,0.0,0,0.1843,Baixo
2020-07-10,-5.652,-53.9569,7,34.35,50.52,0.5001,0.1022,42.62,8.84,6.0,8.46,107.61,9.42,340.7,30.6,1,0.6586,Alto
2021-11-03,-2.7318,-61.5718,11,25.5,72.76,0.5955,0.6485,153.62,13.77,1.23,36.78,93.31,5.5,280.2,0.0,0,0.2406,Baixo
2018-04-24,-11.6593,-72.5689,4,27.47,76.17,0.7054,0.6769,169.87,12.68,2.14,14.5,9.33,25.23,324.4,4.8,0,0.2831,Baixo
2020-11-18,4.8234,-56.6781,11,28.07,77.99,0.6648,0.5604,133.62,13.15,0.6,27.73,11.99,10.27,547.7,0.0,0,0.3582,Médio
2018-08-06,-10.3666,-65.9132,8,34.54,59.27,0.5197,0.1394,0.0,18.7,5.05,15.21,7.96,5.09,755.7,65.8,1,0.7486,Alto
2018-03-08,3.8546,-60.3929,3,25.77,72.53,0.6097,0.6901,171.69,11.85,0.3,74.21,8.73,3.06,55.0,0.0,0,0.1813,Baixo
2018-04-07,-2.0071,-46.1877,4,30.39,76.42,0.627,0.6052,187.13,15.03,1.16,4.94,95.38,23.57,447.6,10.4,0,0.3908,Médio
2022-03-03,-2.8453,-61.827,3,26.81,79.81,0.6412,0.6204,116.45,20.21,0.66,28.1,107.03,0.16,276.6,0.0,0,0.2399,Baixo
2018-08-04,-4.7462,-49.4856,8,30.65,60.83,0.4233,0.1314,54.66,17.23,7.89,21.48,2.13,3.96,457.2,36.7,1,0.5799,Médio
2018-03-24,-10.3866,-67.7209,3,27.78,74.71,0.5656,0.6441,200.42,16.61,0.23,4.74,36.02,28.74,443.6,0.0,0,0.3768,Médio
2020-03-10,-11.4694,-54.1711,3,28.07,73.9,0.62,0.5868,149.93,10.77,4.99,1.71,33.23,10.61,511.5,0.0,0,0.3823,Médio
2022-03-21,-10.5903,-45.6438,3,28.32,75.96,0.6761,0.6472,125.46,12.92,4.51,40.13,19.81,7.61,342.7,8.8,0,0.3769,Médio
2019-04-24,-11.2712,-70.147,4,30.72,69.25,0.6173,0.592,153.69,6.73,4.79,4.28,39.95,2.28,166.6,0.0,0,0.4149,Médio
2020-02-09,0.5917,-72.767,2,27.53,74.03,0.5991,0.5654,133.48,14.0,2.69,5.16,117.78,17.92,439.1,0.0,0,0.299,Baixo
2018-03-14,-7.9975,-60.8597,3,27.76,78.72,0.6093,0.6346,131.5,13.1,0.23,95.92,7.47,2.28,317.7,0.0,0,0.2455,Baixo
2020-03-30,-13.8431,-70.4065,3,25.79,78.21,0.6272,0.611,163.0,12.09,1.15,31.58,5.13,2.85,264.9,0.0,0,0.1834,Baixo
2020-11-20,4.3821,-52.0452,11,29.64,73.65,0.6323,0.4449,101.89,16.11,0.28,7.21,1.36,2.13,228.6,0.0,0,0.3832,Médio
2020-11-07,2.6757,-47.3926,11,28.37,76.09,0.7583,0.4925,106.68,7.17,8.8,22.35,18.09,1.72,451.0,0.7,0,0.3944,Médio
2019-08-30,3.555,-60.8474,8,33.16,50.88,0.5527,0.2297,30.58,18.54,5.81,19.1,16.48,30.64,540.5,29.3,1,0.632,Médio
2019-07-30,4.8982,-65.7561,7,30.19,58.52,0.5512,0.1622,29.33,15.61,6.76,46.52,22.54,9.21,120.7,38.1,1,0.3987,Médio
2018-07-14,-11.5221,-60.8367,7,36.89,54.61,0.5584,0.2771,40.31,11.72,8.02,32.67,27.99,10.16,393.3,45.8,1,0.6787,Alto
2019-11-01,-7.0752,-52.7435,11,25.54,73.62,0.6001,0.7494,206.26,11.41,5.07,44.55,56.72,30.86,244.1,0.0,0,0.2803,Baixo
2018-07-01,0.1648,-72.7465,7,32.82,53.19,0.4389,0.134,33.14,13.92,7.82,5.94,19.91,2.62,79.9,28.0,1,0.6625,Alto
2021-10-31,-1.0796,-56.4953,10,28.72,74.69,0.5947,0.6384,167.95,18.08,2.24,25.56,16.06,0.06,322.2,0.0,0,0.426,Médio
2022-10-30,-11.9221,-55.8278,10,25.61,72.76,0.7167,0.4988,120.73,12.41,1.25,1.03,70.15,9.14,175.0,0.0,0,0.294,Baixo
2022-11-06,1.3167,-55.1447,11,25.01,78.29,0.6226,0.6127,173.04,12.58,1.86,1.79,75.83,7.09,63.3,0.0,0,0.2335,Baixo
2022-04-28,-10.5112,-66.2234,4,23.75,73.02,0.5874,0.7924,134.21,12.07,0.2,31.25,10.6,6.49,182.7,0.0,0,0.1609,Baixo
2021-01-01,-10.5236,-53.0065,1,29.44,82.96,0.6285,0.6552,152.14,19.13,4.31,0.62,15.11,0.64,145.8,11.3,0,0.4231,Médio
2021-07-03,-4.2605,-70.441,7,32.91,62.33,0.4881,0.1965,26.73,10.52,6.57,21.67,69.75,6.06,203.0,40.9,1,0.6539,Alto
2019-06-05,-3.1412,-67.4204,6,39.85,50.54,0.5134,0.1908,60.99,11.88,5.08,45.88,3.31,3.39,101.1,25.3,1,1.0,Alto
2021-02-25,-3.3983,-48.4308,2,26.01,75.35,0.6625,0.5999,110.7,17.85,5.05,11.95,15.77,3.21,240.7,0.0,0,0.3211,Baixo
2020-04-11,-13.1703,-52.3158,4,26.16,71.75,0.6086,0.518,81.5,12.59,1.34,1.15,23.79,2.52,193.0,0.0,0,0.3208,Baixo
2020-05-29,2.5492,-72.6151,5,26.87,73.37,0.6843,0.6813,143.6,16.55,4.06,31.28,8.28,4.04,356.3,23.8,0,0.3505,Médio
2021-10-14,-9.688,-66.0455,10,28.49,85.01,0.618,0.7198,164.06,8.35,3.89,66.37,7.93,4.36,389.0,21.8,0,0.3371,Baixo
2019-05-30,-12.4097,-66.9966,5,27.06,73.46,0.6422,0.5352,154.57,11.18,3.38,31.57,22.13,3.69,339.0,0.0,0,0.375,Médio
2019-08-04,2.775,-65.4174,8,35.22,56.8,0.5343,0.1784,66.97,17.94,5.13,21.6,56.18,38.52,264.7,27.6,1,0.6988,Alto
2022-08-15,4.113,-66.0683,8,32.04,57.71,0.4679,0.1361,43.12,9.29,5.57,6.54,73.36,26.99,260.6,34.8,1,0.5588,Médio
2018-04-13,2.2426,-71.2493,4,25.24,70.0,0.6215,0.519,133.08,11.39,4.17,0.39,154.98,8.55,174.4,0.0,0,0.2046,Baixo
2020-06-05,1.1903,-60.1497,6,30.4,50.72,0.5296,0.1162,0.0,13.03,9.59,29.66,3.07,39.66,178.1,32.4,1,0.4535,Médio
2022-07-24,-1.8952,-52.4835,7,29.55,48.97,0.4571,0.1174,22.88,8.04,6.23,6.57,9.77,47.33,405.5,38.5,1,0.556,Médio
2021-01-18,-3.9829,-56.0115,1,26.96,70.57,0.6308,0.7653,180.84,10.34,1.16,48.83,56.53,4.4,36.0,0.0,0,0.2697,Baixo
2020-09-24,-13.2603,-54.1596,9,33.4,40.75,0.5278,0.2317,18.24,12.45,5.39,15.7,31.11,5.89,287.9,38.8,1,0.5809,Médio
2019-04-01,-6.8309,-70.7278,4,26.74,77.72,0.7527,0.6014,150.85,12.19,6.91,18.91,15.88,31.96,251.5,0.0,0,0.2441,Baixo
2019-09-19,-7.5462,-46.3583,9,36.49,65.27,0.5303,0.283,42.64,17.12,5.48,35.05,9.21,9.38,389.9,37.8,1,0.7396,Alto
2022-04-04,-9.8049,-49.5222,4,30.46,75.74,0.6736,0.6135,119.54,18.17,0.42,37.79,13.17,2.39,86.2,0.0,0,0.3096,Baixo
2020-10-17,-0.5316,-50.4575,10,27.33,67.92,0.6765,0.6149,168.7,8.58,2.16,25.73,22.43,11.69,301.9,0.0,0,0.3319,Baixo
2020-07-28,-5.0825,-49.9565,7,30.41,51.79,0.4463,0.1578,79.11,12.45,5.56,69.69,7.8,2.3,351.4,34.3,1,0.5423,Médio
2018-07-01,-13.3791,-46.8841,7,32.87,52.71,0.5058,0.1387,24.82,14.7,10.59,100.85,133.22,4.15,14.3,33.7,1,0.5498,Médio
2018-01-30,-10.5963,-57.7609,1,26.8,69.91,0.6485,0.5,116.13,18.07,0.02,73.38,4.55,2.58,138.9,0.0,0,0.2383,Baixo
2022-10-25,-1.3348,-67.3921,10,26.69,79.3,0.6661,0.6063,148.0,14.87,0.01,43.46,169.56,2.81,286.2,0.0,0,0.1207,Baixo
2019-11-19,-13.4774,-55.7301,11,26.6,79.05,0.6558,0.471,83.27,13.16,1.41,30.57,73.78,0.05,377.1,0.0,0,0.264,Baixo
2021-01-05,2.0241,-52.1993,1,26.69,69.22,0.669,0.6234,160.11,14.67,1.34,27.22,22.01,21.26,327.4,0.0,0,0.3537,Médio
2018-05-26,-5.0971,-52.3383,5,27.23,78.63,0.6344,0.6533,163.57,14.7,0.36,2.74,53.85,3.51,384.1,0.0,0,0.2509,Baixo
2021-05-31,-5.3883,-58.3994,5,26.73,82.63,0.6529,0.6399,200.27,8.29,1.36,7.92,44.53,0.9,138.1,0.0,0,0.2964,Baixo
2022-08-29,-3.1518,-71.0832,8,34.42,64.51,0.4386,0.1689,24.18,12.77,6.06,0.14,9.6,0.91,61.7,28.6,1,0.7647,Alto
2020-11-16,1.4936,-62.6088,11,28.72,89.33,0.634,0.6025,162.25,17.84,4.42,3.7,16.56,8.12,312.7,0.9,0,0.3974,Médio
2018-08-19,-8.0438,-47.2185,8,32.18,50.49,0.5695,0.1183,4.16,11.17,5.02,14.46,28.79,49.51,115.6,41.1,1,0.535,Médio
2020-11-27,-1.4397,-56.6354,11,30.54,89.12,0.6659,0.6265,139.31,12.52,7.48,3.96,40.63,1.57,170.2,0.0,0,0.5026,Médio
2021-10-30,-3.6854,-57.9267,10,26.04,73.23,0.649,0.4473,104.24,11.03,1.96,57.98,31.31,1.05,439.8,0.0,0,0.1918,Baixo
2020-01-12,-9.6594,-65.4721,1,24.76,72.04,0.7448,0.5742,144.16,2.74,0.33,40.96,25.62,5.77,328.4,0.0,0,0.1026,Baixo
2022-05-25,2.5726,-62.6834,5,28.76,76.64,0.582,0.5758,140.84,12.08,0.1,1.86,23.42,8.29,214.8,0.0,0,0.4191,Médio
2021-03-29,0.9485,-47.9303,3,26.37,72.09,0.5945,0.5922,158.98,13.21,1.54,7.16,27.59,3.49,195.3,5.8,0,0.2704,Baixo
2022-06-30,-1.831,-54.339,6,34.64,57.0,0.5856,0.1676,11.29,9.95,5.54,42.74,22.79,3.6,393.1,31.0,1,0.6038,Médio
2021-02-11,2.0116,-50.9532,2,23.19,68.4,0.6523,0.569,152.5,7.38,0.72,40.62,31.18,5.52,331.8,0.0,0,0.1056,Baixo
2018-08-28,2.3459,-60.2783,8,36.78,53.81,0.4879,0.1122,20.0,8.48,5.56,72.72,87.57,3.77,117.8,60.6,1,0.6261,Médio
2019-07-20,-0.8327,-55.3531,7,35.34,61.43,0.44,0.1046,20.06,15.06,7.1,150.27,40.08,24.69,7.8,38.1,1,0.7056,Alto
2019-01-04,1.7403,-66.0453,1,25.0,74.71,0.6724,0.6594,152.41,19.89,1.61,93.53,51.29,0.43,582.3,0.0,0,0.2438,Baixo
2022-07-17,-1.0506,-53.2471,7,31.04,55.71,0.5272,0.1378,31.22,17.53,5.16,13.2,36.4,2.67,116.6,39.5,1,0.6169,Médio
2021-10-19,-1.3972,-61.0272,10,31.34,77.38,0.5953,0.6687,172.84,6.62,1.5,7.2,41.2,16.53,379.2,0.1,0,0.5181,Médio
2021-05-19,-2.6278,-60.6087,5,26.53,80.85,0.643,0.6915,146.38,15.42,3.13,35.51,34.54,17.96,526.6,0.0,0,0.2911,Baixo
2019-07-04,0.0543,-54.819,7,32.33,46.72,0.4832,0.1353,19.5,9.35,5.17,8.89,1.09,1.18,322.1,48.6,1,0.5268,Médio
2018-12-02,-11.8279,-46.7841,12,23.47,77.92,0.6628,0.6448,144.58,9.67,4.41,41.05,312.8,36.41,209.9,0.0,0,0.1019,Baixo
2021-10-12,2.6174,-71.2078,10,27.3,73.66,0.594,0.6407,128.56,10.15,1.73,19.09,1.37,11.82,86.1,4.9,0,0.4612,Médio
2020-05-15,2.4369,-49.9072,5,27.54,75.83,0.7126,0.6298,139.2,14.82,6.02,39.49,20.11,3.18,84.0,16.4,0,0.2989,Baixo
2019-02-17,-14.4151,-64.8133,2,29.43,80.3,0.6958,0.721,210.93,15.84,0.32,8.07,4.44,6.09,356.5,0.0,0,0.4687,Médio
2021-01-30,1.5163,-60.5703,1,25.2,69.03,0.6318,0.5773,122.62,11.61,10.09,17.73,4.08,3.53,517.6,0.0,0,0.3237,Baixo
2018-03-15,-12.4226,-72.3864,3,24.96,69.94,0.6392,0.5189,141.64,11.68,2.07,20.75,63.1,1.63,240.7,0.0,0,0.0522,Baixo
2019-08-19,-8.2976,-64.5707,8,34.9,45.32,0.4932,0.0977,18.38,13.86,6.68,71.67,22.2,3.44,216.6,43.4,1,0.6896,Alto
2020-05-05,-0.1298,-58.9263,5,30.01,72.25,0.6111,0.5549,142.58,14.27,1.45,7.75,64.61,8.68,404.6,3.1,0,0.4673,Médio
2018-09-28,-11.7848,-71.4271,9,30.86,61.65,0.4778,0.2522,20.06,16.7,5.05,68.99,12.74,17.49,197.1,28.3,1,0.4803,Médio
2022-12-02,1.3593,-59.2493,12,30.16,74.4,0.6365,0.5761,158.38,6.86,5.61,40.85,11.85,4.52,341.2,0.0,0,0.5073,Médio
2019-01-17,1.6427,-47.0409,1,28.08,68.3,0.7306,0.456,98.69,12.08,2.07,32.82,11.57,4.28,306.3,5.4,0,0.237,Baixo
2018-08-26,-4.8506,-70.049,8,36.18,52.57,0.5473,0.17,61.12,7.73,5.19,38.65,38.3,6.31,238.6,35.9,1,0.6002,Médio
2019-01-07,-14.8723,-51.5957,1,27.86,67.56,0.6967,0.6659,168.98,11.8,0.04,23.25,67.5,10.34,297.7,0.0,0,0.2964,Baixo
2021-11-04,-9.2592,-61.5292,11,22.96,69.37,0.6685,0.5326,112.71,11.1,0.1,7.0,24.08,13.93,564.5,0.0,0,0.1813,Baixo
2020-02-16,-2.6615,-54.6551,2,27.7,76.94,0.5941,0.5182,81.93,11.81,1.88,5.25,19.07,3.96,390.7,0.0,0,0.423,Médio
2020-10-28,4.6237,-65.7134,10,30.12,69.13,0.6479,0.5749,120.69,8.8,1.9,50.31,145.34,8.83,463.9,5.0,0,0.3799,Médio
2018-02-08,-2.3637,-68.5342,2,26.21,80.56,0.6985,0.5164,142.72,6.05,1.38,32.29,4.97,4.93,162.2,12.9,0,0.1856,Baixo
2018-03-04,-9.8039,-68.507,3,27.22,74.64,0.5871,0.7145,227.41,3.62,0.73,5.99,26.67,12.6,464.4,0.0,0,0.3304,Baixo
2020-03-24,-2.3199,-71.0262,3,27.65,75.43,0.6818,0.7009,166.3,11.48,1.52,23.87,21.0,1.8,395.9,0.0,0,0.3466,Baixo
2022-01-30,-4.2003,-67.8019,1,22.2,73.61,0.7661,0.4814,95.77,10.28,1.45,14.83,4.13,2.97,75.1,6.7,0,0.0133,Baixo
2022-06-04,0.5969,-54.4019,6,37.34,58.86,0.5531,0.178,9.31,9.3,5.04,4.32,12.49,5.55,381.0,43.0,1,0.7515,Alto
2018-06-08,-12.8604,-48.3127,6,32.2,58.92,0.5707,0.1493,28.4,17.29,5.66,18.97,1.15,22.02,223.0,36.8,1,0.5481,Médio
2020-09-09,0.2206,-50.2045,9,35.01,56.68,0.5109,0.1268,37.61,8.56,5.11,8.27,83.81,8.52,68.1,26.4,1,0.5893,Médio
2022-07-25,-4.1747,-53.8162,7,33.83,57.82,0.5484,0.0848,0.0,17.67,9.61,2.53,37.44,33.64,319.5,42.9,1,0.6746,Alto
2019-12-10,4.2598,-69.9079,12,30.52,73.94,0.6141,0.5435,145.95,18.5,2.58,15.73,67.5,1.09,380.9,0.2,0,0.3434,Baixo
2022-02-22,-8.1626,-64.9028,2,28.81,77.71,0.6898,0.5287,128.47,4.2,11.1,22.3,29.49,6.17,322.7,0.0,0,0.4373,Médio
2018-09-01,-2.3476,-64.3254,9,33.53,53.31,0.5327,0.11,0.0,12.37,5.72,1.2,36.6,5.43,283.6,44.5,1,0.6503,Alto
2022-09-04,3.6406,-66.0012,9,32.21,55.01,0.5145,0.2012,37.79,10.4,9.22,12.86,48.27,9.17,250.4,31.9,1,0.6423,Médio
2021-10-03,-12.9498,-58.5798,10,29.6,73.63,0.7158,0.5669,173.22,0.35,1.85,7.45,95.44,16.71,670.0,33.4,0,0.2745,Baixo
2022-09-14,3.7446,-58.0045,9,30.25,52.71,0.4731,0.2096,55.23,6.22,6.21,0.78,3.85,18.42,122.6,39.2,1,0.4522,Médio
